index,reviewer_name,review_id,profile_href,star,time,text
69,sqz,ChZDSUhNMG9nS0VJQ0FnSURldGQ2Uk5nEAE,https://www.google.com/maps/contrib/105891691938898325301/reviews?hl=en-US,5,       2 months ago      ,"        Amazing food for a great price.
     
"
70,Alexandra de Fourestier,ChdDSUhNMG9nS0VJQ0FnSURnNklIOXZnRRAB,https://www.google.com/maps/contrib/115752755807683067450/reviews?hl=en-US,5,       4 years ago      ,"        Compliments to the creative genius of a chef and the staff that's as charming as ever! With a contemporary (and delicious) twist on classic favourites, delightfully creative cocktails, and a most welcoming atmosphere - this place is true hidden gem that I would definitely recommend to anyone and everyone!
     
"
71,Melanie Maxine Doucet,ChdDSUhNMG9nS0VJQ0FnSURraDRxMHFRRRAB,https://www.google.com/maps/contrib/107717061224243912957/reviews?hl=en-US,5,       3 years ago      ,"        My new favourite restaurant in Montreal! The food quality and flavours... Omg! 👌 and it's totally affordable! Have gone several times and always get A+ service and food, I'm telling all my friends!
     
"
72,Onigiiri uwu,ChZDSUhNMG9nS0VJQ0FnSUN1aHJiX2RnEAE,https://www.google.com/maps/contrib/115140816164490264260/reviews?hl=en-US,5,       4 months ago      ,"        Their kimchi poutine is the best by far
     
"
73,Filip Topic,ChZDSUhNMG9nS0VJQ0FnSUN5dGR5VVRBEAE,https://www.google.com/maps/contrib/106209764649838196666/reviews?hl=en-US,5,       a year ago      ,"        We ordered the Kimcheesy and Dac Biet poutines to celebrate the Poutine Week, both were very tasty and exciting creations with some of our favourite Korean/Vietnamese flavours!
     
"
74,Varun Tejpal,ChZDSUhNMG9nS0VJQ0FnSURXOGJpOUF3EAE,https://www.google.com/maps/contrib/101279079230993843719/reviews?hl=en-US,5,       8 months ago      ,"        I loved this vibe! Mitch and Nam were great hosts! I loved the place so much I bought a hoodie!
     
"
75,fojan najafzadehkhoei,ChdDSUhNMG9nS0VJQ0FnSURtdzQ2MnRBRRAB,https://www.google.com/maps/contrib/117582943021924807544/reviews?hl=en-US,4,       10 months ago      ,"        Busy and popular. Delicious food and nice atmosphere. Don’t go without a reservation.
     
"
76,Angel Rodriguez,ChZDSUhNMG9nS0VJQ0FnSURnOWZ6NEpREAE,https://www.google.com/maps/contrib/103196479538426862074/reviews?hl=en-US,5,       5 years ago      ,"        Very cozy place , the staff is very welcoming they make you feel like your part of the family , the
Music is amazing very hip hop ish vibes and the food is just the best in town , Pho and Chicken wings for the win !! Lets not forget their Sour Lime special drink !!! I recommend this place to anyone who likes good vibes , and positive enrergy !!
     
"
77,Paigu Fan,ChZDSUhNMG9nS0VJQ0FnSUNBci1xSFBREAE,https://www.google.com/maps/contrib/109916730156066271612/reviews?hl=en-US,5,       5 years ago      ,"        Great food and great atmosphere. This was my first time having Cambodian cuisine as well
The chefs did an amazing job with their fusion dishes. Definitely a must visit in Montreal!
     
"
78,Elodie M.,ChdDSUhNMG9nS0VJQ0FnSURnMGZpZTB3RRAB,https://www.google.com/maps/contrib/102745701795586370712/reviews?hl=en-US,5,       5 years ago      ,"        Cozy restaurant with the best service. I first came in on August 2017 after they revamped the place, and I've been coming back every week ever since. Their special menu changes every 3 weeks, mixing traditionnal Vietnamese/Asian meals with a modern & creative touch and will keep you coming back for more. Service is dedicated and kind, the owners put a lot of effort to make you feel at home. Personnal Favorites: Banh Mi Burger, Mee Kola, Goi Cuon (Spring rolls), Chicken wings (crispy and tender at the same time)
     
"
79,Julie,ChdDSUhNMG9nS0VJQ0FnSURROUpibmpRRRAB,https://www.google.com/maps/contrib/104146374478360293565/reviews?hl=en-US,5,       5 years ago      ,"        Friendly staff, good ambiance but mostly ... AMAZING FOOD. They have a menu that changes every 4 weeks (for now) and it is EXCEPTIONAL! Nothing like you've tasted before. A must try I think :)
     
"
80,Michael Gagliano,ChZDSUhNMG9nS0VJQ0FnSURVbFBDZUZnEAE,https://www.google.com/maps/contrib/108711010153602386357/reviews?hl=en-US,5,       3 years ago      ,"        Cool menu mixed with some traditional Vietnamese meals and other meals with funky twists. Great atmosphere with a full bar and fun decor. Highly recommend.
     
"
81,Simon Gervais-Quiblat,ChdDSUhNMG9nS0VJQ0FnSURxNGVyRS1nRRAB,https://www.google.com/maps/contrib/110547916280802389370/reviews?hl=en-US,5,       a year ago      ,"        Creative fusion recipes with a great selection of classic and original cocktails. Highly recommend the contest winning poutines.
     
"
82,jonathan flesh,ChdDSUhNMG9nS0VJQ0FnSUNjNVBYcG9RRRAB,https://www.google.com/maps/contrib/114212179100655285872/reviews?hl=en-US,1,       2 years ago      ,"        Awful. Really disgusting food. Worst spring rolls I have ever had. I don’t know how they do it but even the rice was bad. Don’t waste your time or money. Your stomach will not be happy and you will have to rinse your mouth upon leaving.
     
"
83,Adam Gaunt,ChdDSUhNMG9nS0VJQ0FnSUQ2LTRHTzlBRRAB,https://www.google.com/maps/contrib/117129623152377766203/reviews?hl=en-US,5,       a year ago      ,"        The food is good. Chicken popcorn and poutine are so good. Only thing is they need to add more sauce in the poutine. Thanks
     
"
84,Evens Bonègre,ChdDSUhNMG9nS0VJQ0FnSURBOHJpYnJRRRAB,https://www.google.com/maps/contrib/115662039847578990564/reviews?hl=en-US,5,       5 years ago      ,"        Excellent comfort food at an excellent price. The staff is amazingly friendly. In addition to their fixed menu, every month, they propose something different so there is always a reason to come back
     
"
85,David Vadoud Naderi,ChdDSUhNMG9nS0VJQ0FnSURPdjZLWF93RRAB,https://www.google.com/maps/contrib/114647071628635090677/reviews?hl=en-US,2,       5 months ago      ,"        Over rated restaurant with extremely small portions of food.
     
"
86,Cosmin Jelea,ChdDSUhNMG9nS0VJQ0FnSUNveDhLTnFBRRAB,https://www.google.com/maps/contrib/108365199227660489385/reviews?hl=en-US,5,       3 years ago      ,"        Amazing food, great atmosphere and well priced.
     
"
87,Patrick Ma,ChdDSUhNMG9nS0VJQ0FnSUNBb2RyYXJBRRAB,https://www.google.com/maps/contrib/118380172643332198416/reviews?hl=en-US,5,       7 years ago      ,"        Such great service and kind hearted owners!
Tastes a lot like home cooked food. Delicious!!! I will definitely recommend it. Please come here and let your taste buds come alive!
     
"
88,Jennifer Lake Goodman,ChdDSUhNMG9nS0VJQ0FnSURJMzhUXzhRRRAB,https://www.google.com/maps/contrib/103446932408651279102/reviews?hl=en-US,5,       3 years ago      ,"        Everything about this place is great ! It doesn't look like much from the outside, but inside the vibe is very cool, the menu is a perfect mix of traditional and inventive. The staff is very attentive and helpful. A new favorite of mine.
     
"
89,Ernest Wong,ChdDSUhNMG9nS0VJQ0FnSUN3LVk2cTV3RRAB,https://www.google.com/maps/contrib/107575405648744136050/reviews?hl=en-US,4,       4 years ago      ,"        The food and decor are fun. I loved their Kim chi poutine. The service is friendly. I highly recommend this place. I will go back to try there hamburger.
     
"
90,PoLee DB,ChZDSUhNMG9nS0VJQ0FnSURtcjhiYkZ3EAE,https://www.google.com/maps/contrib/106930880484963686756/reviews?hl=en-US,5,       10 months ago      ,"        Very delicious food! The special poutine of the week was next level
     
"
91,Jeff L.,ChZDSUhNMG9nS0VJQ0FnSUNBdi1HcFF3EAE,https://www.google.com/maps/contrib/100056137569725085020/reviews?hl=en-US,5,       5 years ago      ,"        Awesome place :D Their menu offers something different with new flavors! Everything we tried was delicious! Especially their Rice Krispies chicken burger and eggplant appetizer!   Must try!
     
"
92,akim acacia,ChdDSUhNMG9nS0VJQ0FnSURNNTlHdXZnRRAB,https://www.google.com/maps/contrib/110381204297984194993/reviews?hl=en-US,5,       2 years ago      ,"        Authentic Vietnamese cuisine with an amazing twist!
High quality fresh ingredients for flavourful meals.
highly recommend!
     
"
93,Aba Atlas,ChZDSUhNMG9nS0VJQ0FnSURndjlxaEZREAE,https://www.google.com/maps/contrib/112272525640699213654/reviews?hl=en-US,5,       5 years ago      ,"        Been twice in the last 3 weeks, their food is on point. Amazing prices, great atmosphere, that chicken burger is the best chicken burger i dun eva eaten in MY LIFE.
     
"
94,Maria Trujillo,ChZDSUhNMG9nS0VJQ0FnSUNPN05XLWJnEAE,https://www.google.com/maps/contrib/110397966715078625342/reviews?hl=en-US,5,       6 months ago      ,"        The lobster special, yummmmmm 😋 kind staff too.
     
"
95,Young Buck,ChdDSUhNMG9nS0VJQ0FnSUN3Z01yWGtnRRAB,https://www.google.com/maps/contrib/107119014702526760526/reviews?hl=en-US,5,       4 years ago      ,"        The food was absolutely amazing! I had the bahn mi burger and the ramen, which was a fusion of traditional ramen with Mac and cheese. Portions were generous and prices were very reasonable.
     
"
96,Shefali Patel,ChZDSUhNMG9nS0VJQ0FnSUN3b2FQQVlBEAE,https://www.google.com/maps/contrib/110220812233595513249/reviews?hl=en-US,5,       4 years ago      ,"        The staff here is very friendly, I had a great experience! I had the Kimchi poutine, the wasabi burger and the Tom coco soup and they were all great choices! Very cool joint
     
"
97,Viet Nguyen-Duong,ChZDSUhNMG9nS0VJQ0FnSURXczZMelVnEAE,https://www.google.com/maps/contrib/115416014139215888433/reviews?hl=en-US,5,       8 months ago      ,"        Great food, amazing vibe. Must try their poutines.
     
"
98,Omar Talbi,ChdDSUhNMG9nS0VJQ0FnSUMyaUtQS2p3RRAB,https://www.google.com/maps/contrib/107187586748717478087/reviews?hl=en-US,3,       8 months ago      ,"        The mac n cheese ramen is not really good. Otherwise decent plates.
     
"
99,Sarah Glynn,ChdDSUhNMG9nS0VJQ0FnSURBdE5yZ2h3RRAB,https://www.google.com/maps/contrib/108435824884102907603/reviews?hl=en-US,5,       4 years ago      ,"        Everything at this place is A1. Recipes are original and delicious!!! The food is SO fresh I'd say it's a party for your tastebuds. AND the service and staff is super friendly and welcoming!
     
"
100,Natalia dls,ChZDSUhNMG9nS0VJQ0FnSUNnaHF1bk93EAE,https://www.google.com/maps/contrib/117681963313211126206/reviews?hl=en-US,5,       4 years ago      ,"        Great service and great food! Our waitress was really nice and attentive and the owner also took the time to chat with us and tell us about their summer plans.
     
"
101,Joel Mensah,ChdDSUhNMG9nS0VJQ0FnSURxcVlyS3lRRRAB,https://www.google.com/maps/contrib/100834249695417426737/reviews?hl=en-US,4,       a year ago      ,"        Friendly and courteous service. Decent prices. Great fusion type of food.
     
"
102,Boris Khramtsov,ChdDSUhNMG9nS0VJQ0FnSURndkp1SGtnRRAB,https://www.google.com/maps/contrib/112835455002399479766/reviews?hl=en-US,5,       4 years ago      ,"        Delicious and creative food at a very reasonable price. The staff is friendly and the atmosphere is very comfortable. I'll be coming back every time I'm in Montreal!
     
"
103,aline dangourian,ChZDSUhNMG9nS0VJQ0FnSURHMWFtZEZREAE,https://www.google.com/maps/contrib/106587504598870647992/reviews?hl=en-US,5,       a year ago      ,"        Delicious food and ❤️ that they use paper takeout boxes instead of styrofoam!
     
"
104,Jocelyne Bourgeois,ChZDSUhNMG9nS0VJQ0FnSUQwZ2JIZU1nEAE,https://www.google.com/maps/contrib/115443316221358849525/reviews?hl=en-US,5,       3 years ago      ,"        The staff was great, the food was perfect. Comfort food at it's best. A perfect mix of Vietnamese and Quebecois classics! ❤️❤️❤️
     
"
105,Jojo Labo,ChZDSUhNMG9nS0VJQ0FnSUM4LXNHS1JREAE,https://www.google.com/maps/contrib/112011602658863043994/reviews?hl=en-US,5,       2 years ago      ,"        Had poutine to go and was delicious!!
     
"
